,total_rate,580026,600111,600089,600584,600175
09:32:45,1734,20,26,6,12,27
09:32:46,1797,29,24,6,4,28
09:32:47,1827,31,18,7,9,17
09:32:48,1804,23,23,11,5,8
09:32:49,1899,23,23,9,4,22
09:32:50,1691,27,23,9,8,21
09:32:51,1692,27,17,6,8,23
09:32:52,1595,19,29,6,0,27
09:32:53,1714,20,35,9,5,23
09:32:54,1894,17,26,12,4,25
09:32:55,1692,17,24,6,6,30
09:32:56,1676,23,20,7,10,22
09:32:57,1703,19,25,11,3,24
09:32:58,2173,27,21,15,6,16
09:32:59,1949,23,24,7,6,21
09:33:00,1852,34,12,8,4,29
09:33:01,1779,20,20,12,4,36
09:33:02,1716,23,24,15,2,22
09:33:03,1768,29,14,5,1,28
09:33:04,1773,40,19,12,9,25
09:33:05,1864,28,13,4,5,30
09:33:06,1849,32,21,8,5,27
09:33:07,1806,26,20,6,2,28
09:33:08,1716,28,18,9,4,21
09:33:09,1740,38,17,13,5,23
09:33:10,1724,22,14,10,4,26
09:33:11,1675,24,22,11,5,28
09:33:12,1750,42,18,8,2,28
09:33:13,1754,33,13,12,6,26
09:33:14,1753,27,10,6,4,15
09:33:15,1673,40,14,12,8,29
09:33:16,1673,35,20,11,9,24
09:33:17,1625,36,8,9,7,27
09:33:18,1691,19,19,7,2,24
09:33:19,1699,37,12,7,9,31
09:33:20,1724,25,21,7,2,24
09:33:21,1762,29,21,12,2,23
09:33:22,1731,21,18,8,9,28
09:33:23,1738,24,19,14,3,35
09:33:24,1728,18,10,8,12,36
09:33:25,1709,29,31,8,5,26
09:33:26,1613,26,20,8,10,26
09:33:27,1668,45,19,5,2,19
09:33:28,1748,38,21,10,0,29
09:33:29,1863,27,23,11,5,23
09:33:30,1822,33,26,7,6,25
09:33:31,1796,46,20,5,5,18
09:33:32,1752,25,25,14,3,33
09:33:33,1714,22,30,12,6,19
09:33:34,1719,23,20,10,8,20
09:33:35,1721,24,26,10,10,24
09:33:36,1767,27,23,12,5,31
09:33:37,1764,18,16,13,2,21
09:33:38,1704,15,17,15,6,19
09:33:39,1651,17,28,11,6,13
09:33:40,1778,29,25,13,5,20
09:33:41,1763,24,20,9,7,22
09:33:42,1735,30,20,5,10,14
09:33:43,1635,29,17,10,5,18
09:33:44,1691,21,24,8,6,25
09:33:45,1663,31,25,13,7,23
09:33:46,1710,25,21,12,6,24
09:33:47,1568,16,20,6,4,23
09:33:48,1708,22,29,5,3,24
09:33:49,1736,24,25,7,1,25
09:33:50,1753,19,26,20,6,28
09:33:51,1773,21,24,6,7,27
09:33:52,1721,25,29,11,3,23
09:33:53,1660,21,29,11,4,29
09:33:54,1618,25,22,15,5,14
09:33:55,1697,24,28,12,5,25
09:33:56,1736,18,28,14,5,25
09:33:57,1666,22,24,8,8,26
09:33:58,1648,16,38,9,3,19
09:33:59,1568,26,17,9,13,23
09:34:00,1702,29,29,8,6,15
09:34:01,1691,21,35,8,2,25
09:34:02,1549,17,21,11,3,19
09:34:03,1544,17,21,9,3,25
09:34:04,1569,16,17,3,3,26
09:34:05,1698,24,30,14,4,22
09:34:06,1736,24,25,7,6,17
09:34:07,1655,20,21,8,4,23
09:34:08,1566,20,18,12,3,15
09:34:09,1636,25,28,12,10,18
09:34:10,1627,22,27,15,5,15
09:34:11,1692,25,28,6,4,26
09:34:12,1639,28,32,14,4,22
09:34:13,1547,15,29,7,5,16
09:34:14,1686,21,38,8,4,13
09:34:15,1702,15,31,10,6,25
09:34:16,1634,21,30,13,1,18
09:34:17,1725,25,31,14,6,19
09:34:18,1642,17,28,8,4,25
09:34:19,1691,26,31,11,5,25
09:34:20,1605,20,28,12,5,21
09:34:21,1644,19,15,13,2,22
09:34:22,1622,21,31,14,5,21
09:34:23,1671,22,31,16,3,21
09:34:24,1651,22,27,5,13,16
09:34:25,1603,18,29,10,4,18
09:34:26,1677,21,31,11,4,14
09:34:27,1663,26,30,18,9,16
09:34:28,1604,17,31,8,3,12
09:34:29,1521,28,26,5,1,18
09:34:30,1659,25,39,15,5,21
09:34:31,1625,23,32,18,4,21
09:34:32,1658,12,33,10,7,11
09:34:33,1584,32,36,7,2,17
09:34:34,1595,31,29,10,8,16
09:34:35,1759,33,34,11,1,12
09:34:36,1725,23,30,10,5,21
09:34:37,1764,21,34,12,4,23
09:34:38,1663,25,35,9,10,24
09:34:39,1771,32,41,13,3,13
09:34:40,1781,27,34,11,5,20
09:34:41,1756,23,33,12,3,14
09:34:42,1625,17,43,19,5,15
09:34:43,1676,26,32,7,4,18
09:34:44,1573,21,31,13,4,17
09:34:45,1633,10,25,8,7,14
09:34:46,1522,17,36,9,7,16
09:34:47,1500,17,38,7,4,16
09:34:48,1621,11,42,10,4,24
09:34:49,1587,17,28,11,3,23
09:34:50,1695,20,36,10,10,27
09:34:51,1726,17,35,6,6,15
09:34:52,1687,30,35,9,3,18
09:34:53,1688,13,31,8,4,14
09:34:54,1661,26,40,10,4,17
09:34:55,1616,16,45,6,2,14
09:34:56,1636,22,42,14,7,16
09:34:57,1684,25,50,11,3,18
09:34:58,1642,23,38,8,7,15
09:34:59,1683,16,46,14,7,17
09:35:00,1674,32,37,16,7,22
09:35:01,1684,22,54,13,6,20
09:35:02,1702,26,45,10,5,14
09:35:03,1661,27,40,6,0,15
09:35:04,1567,19,36,6,2,16
09:35:05,1602,31,34,11,4,13
09:35:06,1588,22,33,8,4,12
09:35:07,1621,33,30,11,4,14
09:35:08,1643,20,38,11,3,18
09:35:09,1641,19,36,9,2,19
09:35:10,1750,28,35,9,1,20
09:35:11,1637,27,36,14,3,14
09:35:12,1682,39,43,14,4,27
09:35:13,1596,28,32,8,8,16
09:35:14,1605,27,30,7,4,19
09:35:15,1591,24,34,8,8,24
09:35:16,1585,20,38,8,5,15
09:35:17,1567,21,33,9,7,15
09:35:18,1577,24,36,12,4,23
09:35:19,1662,23,40,11,3,18
09:35:20,1595,20,25,6,5,24
09:35:21,1641,23,28,8,8,12
09:35:22,1591,29,36,12,4,19
09:35:23,1629,22,28,12,3,16
09:35:24,1579,25,19,13,7,17
09:35:25,1619,29,27,12,6,19
09:35:26,1668,16,37,8,4,15
09:35:27,1496,29,35,12,3,18
09:35:28,1587,22,41,7,4,11
09:35:29,1477,22,26,2,2,9
09:35:30,1568,23,35,5,1,21
09:35:31,1618,29,39,9,4,14
09:35:32,1638,26,39,7,6,15
09:35:33,1544,14,39,8,2,13
09:35:34,1568,29,23,6,4,23
09:35:35,1701,26,35,10,1,24
09:35:36,1626,25,46,9,8,17
09:35:37,1613,25,45,12,4,14
09:35:38,1594,25,41,12,6,17
09:35:39,1589,24,35,9,4,17
09:35:40,1551,31,41,5,7,20
09:35:41,1533,28,42,5,6,23
09:35:42,1578,20,44,10,5,16
09:35:43,1503,27,44,12,1,18
09:35:44,1493,22,29,13,1,12
09:35:45,1526,26,40,5,6,12
09:35:46,1520,27,32,7,3,12
09:35:47,1579,15,29,8,1,17
09:35:48,1505,19,43,5,2,18
09:35:49,1600,23,40,12,6,21
09:35:50,1614,21,48,11,7,18
09:35:51,1623,22,37,13,4,21
09:35:52,1426,15,38,8,6,20
09:35:53,1527,23,31,9,3,15
09:35:54,1490,24,49,12,3,13
09:35:55,1473,22,29,10,3,20
09:35:56,1524,21,53,4,3,8
09:35:57,1481,21,35,5,6,12
09:35:58,1483,21,41,4,3,20
09:35:59,1548,25,49,15,4,13
09:36:00,1581,18,47,4,2,11
09:36:01,1633,24,48,10,0,10
09:36:02,1483,20,36,8,5,18
09:36:03,1567,25,33,11,6,18
09:36:04,1401,17,41,7,5,19
09:36:05,1486,18,34,7,3,15
09:36:06,1488,20,33,9,4,16
09:36:07,1464,23,35,6,3,8
09:36:08,1435,26,31,8,0,16
09:36:09,1515,18,41,6,1,16
09:36:10,1550,29,48,5,3,13
09:36:11,1481,23,36,13,5,20
09:36:12,1482,22,26,10,4,15
09:36:13,1550,21,30,6,5,18
09:36:14,1444,19,37,14,3,17
09:36:15,1445,23,32,12,6,12
09:36:16,1500,19,40,12,4,20
09:36:17,1563,13,34,9,3,18
09:36:18,1457,15,31,6,1,8
09:36:19,1497,22,32,10,2,21
09:36:20,1547,22,26,7,1,20
09:36:21,1451,14,41,7,1,14
09:36:22,1516,20,32,9,3,10
09:36:23,1477,23,29,10,4,15
09:36:24,1449,18,38,2,7,14
09:36:25,1448,14,38,7,6,15
09:36:26,1523,24,31,5,3,21
09:36:27,1522,24,32,3,4,16
09:36:28,1498,14,29,11,5,20
09:36:29,1521,19,43,7,4,11
09:36:30,1560,23,35,5,6,16
09:36:31,1509,24,56,13,4,13
09:36:32,1470,24,36,8,5,18
09:36:33,1426,28,39,9,4,13
09:36:34,1466,14,40,8,4,13
09:36:35,1475,22,31,7,11,12
09:36:36,1494,25,41,10,5,11
09:36:37,1493,22,31,5,6,10
09:36:38,1461,20,35,5,7,7
09:36:39,1433,29,29,7,2,11
09:36:40,1440,15,37,12,5,13
09:36:41,1534,29,38,10,6,11
09:36:42,1584,13,53,7,10,16
09:36:43,1491,15,40,10,6,21
09:36:44,1418,15,38,4,4,9
09:36:45,1442,26,31,12,5,8
09:36:46,1529,23,30,10,5,17
09:36:47,1483,21,59,3,9,6
09:36:48,1488,27,42,8,4,10
09:36:49,1466,18,51,3,8,16
09:36:50,1526,19,40,9,4,9
09:36:51,1460,11,39,3,7,17
09:36:52,1471,16,23,6,3,9
09:36:53,1488,20,47,3,9,18
09:36:54,1460,18,40,7,4,14
09:36:55,1463,20,27,9,6,15
09:36:56,1519,17,29,6,6,9
09:36:57,1513,19,34,8,5,11
09:36:58,1439,20,43,2,2,14
09:36:59,1449,24,30,4,7,7
09:37:00,1566,22,50,8,3,14
09:37:01,1571,17,37,9,6,13
09:37:02,1552,15,32,6,6,13
09:37:03,1488,25,32,4,4,15
09:37:04,1466,25,31,5,5,8
09:37:05,1516,24,27,7,5,11
09:37:06,1475,17,15,9,2,15
09:37:07,1494,26,29,5,1,16
09:37:08,1486,24,30,13,1,9
09:37:09,1512,10,24,3,6,15
09:37:10,1513,18,24,5,5,17
09:37:11,1547,22,36,11,3,15
09:37:12,1599,24,35,6,6,9
09:37:13,1556,26,38,7,6,16
09:37:14,1535,21,31,5,7,15
09:37:15,1409,16,31,12,4,9
09:37:16,1418,17,34,4,2,8
09:37:17,1490,18,28,8,2,10
09:37:18,1492,25,37,8,3,14
09:37:19,1359,14,27,8,6,8
09:37:20,1448,25,35,3,3,6
09:37:21,1476,18,42,3,3,7
09:37:22,1490,17,31,9,4,8
09:37:23,1518,16,44,6,5,13
09:37:24,1510,22,40,6,4,12
09:37:25,1535,22,34,5,5,8
09:37:26,1481,16,37,8,8,19
09:37:27,1558,21,39,6,6,11
09:37:28,1556,18,35,8,12,11
09:37:29,1376,20,40,10,3,21
09:37:30,1376,13,36,6,4,5
09:37:31,1406,17,29,4,4,11
09:37:32,1459,18,29,9,10,13
09:37:33,1443,18,38,10,2,9
09:37:34,1396,12,31,7,4,7
09:37:35,1440,21,42,5,9,6
09:37:36,1462,18,44,5,8,13
09:37:37,1564,15,40,4,7,7
09:37:38,1596,14,27,12,8,10
09:37:39,1397,14,26,2,3,8
09:37:40,1471,20,21,6,2,13
09:37:41,1485,20,33,6,4,11
09:37:42,1488,24,39,4,1,12
09:37:43,1432,21,24,10,6,15
09:37:44,1429,21,33,5,8,11
09:37:45,1482,24,28,5,3,9
09:37:46,1456,12,30,6,6,7
09:37:47,1542,21,22,7,8,15
09:37:48,1496,14,22,9,6,10
09:37:49,1477,21,31,6,11,16
09:37:50,1430,16,30,3,10,10
09:37:51,1392,19,30,7,4,4
09:37:52,1449,23,28,4,7,3
09:37:53,1540,22,19,6,7,13
09:37:54,1478,36,38,6,6,8
09:37:55,1528,16,22,6,4,10
09:37:56,1525,19,22,4,7,10
09:37:57,1506,27,29,8,2,9
09:37:58,1473,10,30,7,2,9
09:37:59,1504,21,23,5,3,9
09:38:00,1548,23,29,6,3,5
09:38:01,1490,22,33,9,5,13
09:38:02,1504,19,24,5,5,14
09:38:03,1466,9,25,6,6,9
09:38:04,1585,25,30,11,4,13
09:38:05,1495,18,31,5,8,5
09:38:06,1577,18,45,8,6,7
09:38:07,1454,23,26,11,3,10
09:38:08,1497,24,37,10,4,13
09:38:09,1456,19,41,8,3,4
09:38:10,1489,21,30,4,6,13
09:38:11,1450,25,31,7,7,8
09:38:12,1488,31,47,9,9,9
09:38:13,1465,26,30,3,2,11
09:38:14,1543,34,38,7,5,9
09:38:15,1501,10,42,3,4,11
09:38:16,1492,19,38,6,5,8
09:38:17,1477,23,40,5,5,8
09:38:18,1526,26,41,9,4,15
09:38:19,1597,17,39,6,6,15
09:38:20,1545,27,37,11,2,7
09:38:21,1563,30,37,6,8,6
09:38:22,1514,37,38,10,9,15
09:38:23,1519,29,46,3,3,13
09:38:24,1489,20,44,5,7,10
09:38:25,1384,23,28,5,5,4
09:38:26,1445,29,36,0,6,6
09:38:27,1531,17,39,8,10,12
09:38:28,1425,22,20,4,3,9
09:38:29,1518,29,34,6,7,16
09:38:30,1469,17,32,10,4,8
09:38:31,1504,29,41,6,8,12
09:38:32,1526,27,41,8,2,8
09:38:33,1589,35,27,10,4,9
09:38:34,1566,23,29,3,9,18
09:38:35,1597,23,39,2,8,13
09:38:36,1488,20,40,7,3,13
09:38:37,1623,30,40,11,2,5
09:38:38,1563,32,40,5,6,12
09:38:39,1503,27,50,5,5,10
09:38:40,1546,17,41,6,3,9
09:38:41,1547,27,42,4,7,7
09:38:42,1625,21,38,5,4,12
09:38:43,1581,29,41,6,3,13
09:38:44,1478,19,37,5,9,13
09:38:45,1496,17,39,8,5,13
09:38:46,1540,21,37,6,6,7
09:38:47,1511,25,26,9,7,9
09:38:48,1499,18,40,7,3,15
09:38:49,1545,17,33,10,5,9
09:38:50,1570,14,47,10,8,12
09:38:51,1580,30,39,7,9,12
09:38:52,1508,22,45,7,10,15
09:38:53,1492,15,30,3,8,9
09:38:54,1517,21,37,8,5,12
09:38:55,1514,17,56,7,6,17
09:38:56,1452,7,26,10,6,10
09:38:57,1548,12,16,4,4,16
09:38:58,1455,25,27,4,6,22
09:38:59,1624,19,45,6,5,13
09:39:00,1587,33,33,4,7,17
09:39:01,1526,27,41,8,3,9
09:39:02,1588,19,25,6,4,12
09:39:03,1637,22,32,6,5,13
09:39:04,1548,17,36,4,5,9
09:39:05,1593,23,25,4,7,8
09:39:06,1630,13,32,10,3,19
09:39:07,1471,20,30,7,4,12
09:39:08,1569,31,35,6,10,12
09:39:09,1615,19,41,2,11,9
09:39:10,1644,26,26,5,3,11
09:39:11,1570,18,41,8,9,9
09:39:12,1647,17,37,8,4,6
09:39:13,1605,29,29,9,4,10
09:39:14,1578,14,37,8,8,10
09:39:15,1617,28,29,10,2,9
09:39:16,1627,21,35,7,3,18
09:39:17,1618,18,35,7,7,14
09:39:18,1459,21,23,4,1,12
09:39:19,1550,18,35,6,6,12
09:39:20,1427,19,38,7,6,15
09:39:21,1392,14,37,7,6,14
09:39:22,1503,17,34,7,5,13
09:39:23,1526,15,23,7,4,9
09:39:24,1487,22,31,8,10,7
09:39:25,1510,22,27,9,4,16
09:39:26,1502,17,32,6,5,10
09:39:27,1548,16,37,9,5,11
09:39:28,1496,19,27,10,4,8
09:39:29,1551,13,26,8,7,11
09:39:30,1450,11,37,9,8,9
09:39:31,1505,16,28,11,6,15
09:39:32,1566,13,31,5,6,16
09:39:33,1540,19,23,7,4,12
09:39:34,1589,13,29,9,3,14
09:39:35,1630,12,32,8,9,14
09:39:36,1573,17,23,7,4,19
09:39:37,1567,22,25,9,5,17
09:39:38,1573,12,23,11,5,16
09:39:39,1598,25,34,15,8,11
09:39:40,1539,15,19,7,5,10
09:39:41,1523,21,23,2,5,12
09:39:42,1528,18,27,8,5,14
09:39:43,1474,13,31,9,4,11
09:39:44,1612,10,29,8,10,16
09:39:45,1580,19,30,13,4,13
09:39:46,1615,12,27,14,6,11
09:39:47,1545,10,31,11,2,11
09:39:48,1562,14,31,8,6,12
09:39:49,1598,22,25,8,5,10
09:39:50,1555,9,21,8,5,13
09:39:51,1464,13,15,8,3,11
09:39:52,1469,14,15,4,7,14
09:39:53,1559,17,28,10,8,10
09:39:54,1588,14,19,7,9,17
09:39:55,1669,14,26,11,8,23
09:39:56,1573,21,28,7,5,16
09:39:57,1654,19,30,7,4,15
09:39:58,1621,24,26,7,3,15
09:39:59,1614,20,21,11,6,8
09:40:00,1584,23,21,6,6,9
09:40:01,1572,18,15,11,3,12
09:40:02,1520,27,19,9,5,8
09:40:03,1544,18,18,10,7,12
09:40:04,1580,17,19,9,6,9
09:40:05,1546,22,12,8,6,14
09:40:06,1615,20,31,3,3,15
09:40:07,1624,20,16,13,4,13
09:40:08,1600,22,16,13,6,12
09:40:09,1673,23,15,11,9,19
09:40:10,1609,17,25,10,7,12
09:40:11,1615,16,17,15,5,11
09:40:12,1563,14,20,11,7,19
09:40:13,1597,21,18,13,4,8
09:40:14,1554,16,23,9,0,21
09:40:15,1611,15,23,13,7,11
09:40:16,1446,22,17,10,2,18
09:40:17,1517,18,25,10,7,16
09:40:18,1571,25,11,22,4,13
09:40:19,1625,21,16,12,9,13
09:40:20,1671,25,17,13,3,17
09:40:21,1627,16,23,11,3,17
09:40:22,1613,20,15,15,3,19
09:40:23,1560,18,25,11,5,8
09:40:24,1580,17,17,15,2,16
09:40:25,1638,23,19,7,4,16
09:40:26,1591,17,21,8,8,6
09:40:27,1514,19,13,7,4,22
09:40:28,1662,20,23,14,6,19
09:40:29,1604,25,17,9,7,17
09:40:30,1647,23,15,9,6,18
09:40:31,1620,19,14,14,7,10
09:40:32,1591,22,20,12,3,16
09:40:33,1531,20,10,12,5,10
09:40:34,1656,27,9,14,10,13
09:40:35,1712,35,8,19,9,14
09:40:36,1648,22,13,17,7,15
09:40:37,1566,20,12,11,8,10
09:40:38,1603,17,24,10,8,17
09:40:39,1584,29,13,19,7,12
09:40:40,1630,25,17,11,3,13
09:40:41,1658,29,13,13,5,12
09:40:42,1727,35,24,11,5,21
09:40:43,1661,27,24,5,7,10
09:40:44,1597,18,22,13,3,19
09:40:45,1673,24,24,20,5,21
09:40:46,1666,21,21,21,4,16
09:40:47,1544,26,12,15,5,13
09:40:48,1566,27,20,15,4,15
09:40:49,1662,32,26,15,2,16
09:40:50,1650,35,23,17,8,24
09:40:51,1708,26,25,14,8,24
09:40:52,1640,25,27,14,6,9
09:40:53,1625,23,15,16,7,15
09:40:54,1613,20,20,11,3,21
09:40:55,1632,28,18,11,3,10
09:40:56,1620,18,14,15,6,16
09:40:57,1569,20,12,10,9,12
09:40:58,1624,24,22,12,11,15
09:40:59,1684,23,15,22,2,20
09:41:00,1742,30,22,12,3,12
09:41:01,1677,20,8,12,5,13
09:41:02,1719,36,14,21,11,17
09:41:03,1710,32,14,14,5,11
09:41:04,1704,34,13,21,6,22
09:41:05,1680,32,15,15,7,13
09:41:06,1693,25,20,17,4,23
09:41:07,1664,16,18,24,9,17
09:41:08,1536,30,14,7,3,8
09:41:09,1498,25,12,10,3,13
09:41:10,1601,23,8,13,3,16
09:41:11,1608,20,16,16,4,11
09:41:12,1631,27,10,17,3,11
09:41:13,1510,23,9,16,3,12
09:41:14,1571,25,10,12,5,17
09:41:15,1633,21,16,10,4,15
09:41:16,1659,20,19,21,3,14
09:41:17,1639,22,18,24,4,11
09:41:18,1649,23,20,13,2,17
09:41:19,1654,30,17,11,7,19
09:41:20,1549,17,18,12,5,12
09:41:21,1662,13,16,15,9,11
09:41:22,1577,27,15,19,8,16
09:41:23,1649,14,20,13,8,17
09:41:24,1652,29,25,16,6,14
09:41:25,1638,24,21,18,8,9
09:41:26,1678,17,22,23,6,18
09:41:27,1694,16,22,23,8,12
09:41:28,1677,26,16,9,3,16
09:41:29,1609,20,19,23,4,12
09:41:30,1673,31,17,13,3,11
09:41:31,1573,28,14,11,7,10
09:41:32,1605,24,13,17,6,7
09:41:33,1654,34,15,21,3,17
09:41:34,1558,17,14,17,8,9
09:41:35,1644,24,12,24,5,19
09:41:36,1707,24,14,14,7,16
09:41:37,1657,17,16,19,2,12
09:41:38,1683,16,11,17,8,16
09:41:39,1630,22,19,19,6,13
09:41:40,1718,20,16,19,4,18
09:41:41,1630,26,12,22,6,14
09:41:42,1657,26,17,11,3,18
09:41:43,1668,15,12,21,6,9
09:41:44,1693,23,17,16,9,20
09:41:45,1695,20,26,13,7,16
09:41:46,1761,34,28,23,8,13
09:41:47,1770,52,23,26,6,9
09:41:48,1685,33,20,24,8,13
09:41:49,1716,23,13,14,12,13
09:41:50,1613,19,25,14,4,16
09:41:51,1661,27,15,23,2,15
09:41:52,1591,13,14,26,3,12
09:41:53,1585,21,15,26,4,15
09:41:54,1632,29,18,18,6,16
09:41:55,1732,26,21,20,5,18
09:41:56,1691,27,21,15,8,12
09:41:57,1795,31,20,27,7,12
09:41:58,1657,22,16,16,11,12
09:41:59,1717,16,19,17,5,8
09:42:00,1721,17,23,18,6,11
09:42:01,1698,19,23,15,6,15
09:42:02,1554,24,22,18,5,16
09:42:03,1669,33,16,24,8,13
09:42:04,1663,28,15,20,8,13
09:42:05,1609,26,23,21,6,20
09:42:06,1804,29,25,19,10,10
09:42:07,1620,19,26,12,6,14
09:42:08,1652,32,20,20,4,15
09:42:09,1670,25,22,23,8,12
09:42:10,1649,28,25,15,2,16
09:42:11,1747,21,21,22,6,13
09:42:12,1683,16,19,19,7,13
09:42:13,1750,27,21,21,4,13
09:42:14,1741,23,19,16,4,12
09:42:15,1721,29,15,21,11,15
09:42:16,1720,18,19,19,6,8
09:42:17,1644,20,13,14,5,9
09:42:18,1685,24,19,20,4,12
09:42:19,1683,23,20,30,8,8
09:42:20,1681,21,15,19,5,9
09:42:21,1674,23,20,30,5,12
09:42:22,1678,27,10,18,6,9
09:42:23,1601,35,19,15,2,12
09:42:24,1699,21,15,18,4,11
09:42:25,1616,29,20,20,2,7
09:42:26,1673,21,19,18,9,10
09:42:27,1673,23,15,18,10,8
09:42:28,1648,15,19,15,6,7
09:42:29,1735,18,19,27,10,12
09:42:30,1651,15,18,27,6,8
09:42:31,1673,22,15,16,7,13
09:42:32,1738,20,19,21,7,15
09:42:33,1760,22,20,20,6,12
09:42:34,1660,14,20,24,2,6
09:42:35,1658,17,25,21,4,14
09:42:36,1692,15,12,26,2,14
09:42:37,1699,21,10,25,5,7
09:42:38,1649,17,19,17,5,9
09:42:39,1665,11,18,19,4,3
09:42:40,1683,18,18,16,5,11
09:42:41,1745,27,20,21,5,9
09:42:42,1709,14,15,23,7,8
09:42:43,1646,17,10,24,5,17
09:42:44,1652,22,17,26,3,7
09:42:45,1673,14,20,21,7,8
09:42:46,1745,20,14,20,5,7
09:42:47,1630,15,8,23,11,10
09:42:48,1708,13,17,24,1,9
09:42:49,1695,22,12,31,4,7
09:42:50,1756,22,13,18,3,13
09:42:51,1723,21,25,19,6,18
09:42:52,1721,23,19,25,6,10
09:42:53,1774,19,20,25,10,13
09:42:54,1670,24,13,23,6,12
09:42:55,1754,25,17,31,6,10
09:42:56,1662,12,14,25,3,9
09:42:57,1636,15,17,22,4,12
09:42:58,1672,18,12,21,6,14
09:42:59,1662,11,14,19,3,16
09:43:00,1692,17,14,19,2,19
09:43:01,1655,15,21,22,6,16
09:43:02,1702,19,12,23,5,18
09:43:03,1657,18,17,18,3,12
09:43:04,1677,13,15,19,1,8
09:43:05,1598,14,15,23,9,13
09:43:06,1582,20,19,25,5,13
09:43:07,1670,14,10,29,6,9
09:43:08,1632,21,15,16,4,16
09:43:09,1605,20,18,22,10,8
09:43:10,1663,18,15,26,2,18
09:43:11,1554,14,15,22,6,9
09:43:12,1599,20,17,21,9,14
09:43:13,1618,16,14,25,7,11
09:43:14,1650,15,14,19,5,13
09:43:15,1661,24,12,19,6,15
09:43:16,1635,12,19,27,8,15
09:43:17,1625,24,15,29,5,7
09:43:18,1627,13,14,11,5,15
09:43:19,1644,22,18,16,8,11
09:43:20,1709,23,13,37,9,18
09:43:21,1680,19,12,24,6,16
09:43:22,1683,21,9,20,8,11
09:43:23,1634,19,16,25,4,12
09:43:24,1606,19,23,20,4,13
09:43:25,1638,27,15,16,2,19
09:43:26,1598,26,12,30,4,15
09:43:27,1618,24,17,17,3,9
09:43:28,1716,29,18,26,4,8
09:43:29,1671,15,18,25,5,15
09:43:30,1747,24,24,24,6,19
09:43:31,1715,30,10,23,4,14
09:43:32,1658,28,13,27,3,13
09:43:33,1544,22,15,23,4,10
09:43:34,1713,19,13,32,6,9
09:43:35,1713,21,8,27,5,14
09:43:36,1693,30,17,32,4,11
09:43:37,1618,25,11,30,4,13
09:43:38,1705,25,23,15,8,13
09:43:39,1564,34,13,15,3,22
09:43:40,1624,28,17,27,3,8
09:43:41,1767,25,23,27,4,15
09:43:42,1682,42,11,20,8,16
09:43:43,1535,20,14,24,5,10
09:43:44,1595,23,13,16,5,9
09:43:45,1639,27,16,19,12,17
09:43:46,1557,20,10,16,2,12
09:43:47,1608,34,9,23,3,10
09:43:48,1676,34,23,23,8,14
09:43:49,1742,25,14,26,6,13
09:43:50,1568,33,18,18,4,9
09:43:51,1696,42,10,15,7,21
09:43:52,1631,42,10,24,3,14
09:43:53,1758,30,14,29,4,17
09:43:54,1639,41,11,25,6,15
09:43:55,1551,26,11,20,5,14
09:43:56,1712,40,8,23,10,8
09:43:57,1554,33,15,18,2,13
09:43:58,1607,20,21,20,2,12
09:43:59,1573,19,10,17,6,12
09:44:00,1712,29,13,23,6,15
09:44:01,1643,31,19,19,3,18
09:44:02,1633,31,17,22,3,9
09:44:03,1566,19,8,11,6,19
09:44:04,1571,43,10,17,9,21
09:44:05,1597,19,15,23,3,10
09:44:06,1716,28,18,25,5,11
09:44:07,1705,18,14,20,10,10
09:44:08,1611,26,10,23,2,18
09:44:09,1598,28,14,22,6,10
09:44:10,1618,21,18,25,5,12
09:44:11,1641,29,13,23,4,8
09:44:12,1671,33,10,19,7,15
09:44:13,1549,32,12,27,6,15
09:44:14,1637,35,12,27,5,17
09:44:15,1623,29,12,21,3,16
09:44:16,1627,29,15,30,6,14
09:44:17,1581,32,12,29,4,15
09:44:18,1694,36,10,22,6,13
09:44:19,1626,32,18,20,8,13
09:44:20,1719,25,12,19,7,12
09:44:21,1784,29,13,30,5,13
09:44:22,1673,26,14,29,5,9
09:44:23,1567,25,10,22,4,19
09:44:24,1601,24,16,22,0,12
09:44:25,1698,25,8,19,3,10
09:44:26,1580,24,15,31,7,17
09:44:27,1658,28,19,24,9,15
09:44:28,1594,20,12,16,3,16
09:44:29,1536,15,9,16,2,11
09:44:30,1577,22,10,22,2,6
09:44:31,1692,22,11,31,5,16
09:44:32,1682,24,14,23,8,11
09:44:33,1607,17,11,31,5,15
09:44:34,1626,17,18,16,1,17
09:44:35,1667,21,18,25,7,13
09:44:36,1741,17,8,23,2,12
09:44:37,1645,16,14,23,5,9
09:44:38,1631,24,12,21,5,14
09:44:39,1666,19,29,22,4,11
09:44:40,1643,25,16,23,3,15
09:44:41,1677,25,15,21,5,12
09:44:42,1606,23,16,22,1,12
09:44:43,1653,18,24,29,4,11
09:44:44,1718,16,19,22,4,14
09:44:45,1713,25,15,29,6,12
09:44:46,1701,25,15,19,5,18
09:44:47,1710,23,14,22,9,18
09:44:48,1606,15,10,16,5,17
09:44:49,1590,16,9,13,4,16
09:44:50,1533,18,14,24,4,12
09:44:51,1692,16,17,24,4,17
09:44:52,1693,20,16,25,4,17
09:44:53,1670,16,10,20,4,12
09:44:54,1607,15,9,18,5,16
09:44:55,1645,16,14,25,2,12
09:44:56,1695,25,15,22,5,21
09:44:57,1706,21,17,18,7,15
09:44:58,1649,30,12,21,4,10
09:44:59,1560,34,13,13,1,15
